SessionID,IS-session,Poster ID,Paper Title,著者リスト,CMT著者名,英文タイトル | English title,会議・論文誌名の入力 | Enter the name of the conference/journal
IS2,IS2-A-6,IS2-041,World Model SEED: Semantic Exploration via Expert Demonstration for Improving Sample Eﬀiciency,"Kensuke Tatematsu, Hideki Tsunashima, Shigeo Morishima (Waseda Univ.)",Kensuke Tatematsu (waseda university)*; Hideki Tsunashima (Waseda University); Shigeo Morishima (Waseda Research Institute for Science and Engineering),World Model SEED: Semantic Exploration via Expert Demonstration for Improving Sample Eﬀiciency,
IS2,IS2-A-6,IS2-042,未来予測の最終状態を用いたロボット制御計画の成否識別,"藤冨卓, 枌尚弥, 柴田剛志, 寺尾真 (NEC)",Taku Fujitomi (NEC Corporation)*; Naoya Sogi (NEC Corporation); Takashi Shibata (NEC Corporation); Makoto Terao (NEC Corporation),Success or Failure Classification for Robot Control Planning using Final State of Future Prediction,
IS2,IS2-A-6,IS2-043,Action Q-Transformerによる説明可能な強化学習,"板谷英典, 平川翼, 山下隆義, 藤吉弘亘 (中部大), 杉浦孔明 (慶大)",Hidenori Itaya (Chubu university)*; Tsubasa Hirakawa (Chubu University); Takayoshi Yamashita (Chubu University); Hironobu Fujiyoshi (Chubu Univ.); Komei Sugiura (Keio University),Explainable Reinforcement Learning with Action Q-Transformer,
IS2,IS2-A-6,IS2-044,Object-Oriented Embeddings for Offline RL using Unsupervised Object Detection,"Tsunehiko Tanaka, Edgar Simo-Serra (Waseda Univ.)",Tsunehiko Tanaka (Waseda University)*; Edgar Simo-Serra (Waseda University),,
IS2,IS2-A-6,IS2-045,Sigmoid AttentionによるAttentionの修正機構を導入したDINOの提案及びHuman in the loopによる精度向上の試み,"松本悠希, 三浦勝司 (住友電工), 尾澤知憲 (ユニコ), 奥野拓也 (住電通信エンジニアリング)",,,
IS2,IS2-A-6,IS2-046,Domain GeneralizationのためのMixStyle-based Contrastive Test-time Adaptation,"山下滉太, 堀田一弘 (名城大)",Kota Yamashita (Meijo University)*; Kazuhiro Hotta (Meijo University),MixStyle-Based Contrastive Test-Time Adaptation for Domain Generalization,
IS2,IS2-A-6,IS2-047,周波数別再構成による注意機構の学習,"佐野景介 (デンソー), 平川翼, 山下隆義, 藤吉弘亘 (中部大), 小嶋信矢 (デンソー)",,,
IS2,IS2-A-6,IS2-048,極端なアスペクト比画像に対応するViT用前処理の提案,"栗岡保, 細野健人, 奥田悠太, 張軒 (博報堂テクノロジーズ)",,,
IS2,IS2-A-6,IS2-049,Generalized SAMを用いた可変な入力画素数に対するSAMの追加学習,"加藤聡太, 堀田一弘 (名城大)",,,
IS2,IS2-A-6,IS2-050,記憶制御コードの最適化による選択的忘却,"琴寄有貴, 後藤優太 (東京理科大), 柴田剛志 (NEC), 木村昭悟 (NTT), 入江豪 (東京理科大)",Yuki Kotoyori (Tokyo University of Science); Yuta Goto (Tokyo University of Science)*; Takashi Shibata (NEC Corporation); Akisato Kimura (NTT Corporation); Go Irie (Tokyo University of Science),Selective Forgetting with Mnemonic Code Optimization,
IS2,IS2-A-6,IS2-051,Symmetry breaking in parallelized MLP-Mixer,"Ryo Karakida (AIST), Toshihiro Ota (CyberAgent), Masato Taki (Rikkyo Univ.)","Ryo Karakida (National Institute of Advanced Industrial Science and Technology); Toshihiro Ota (CyberAgent, Inc.)*; Masato Taki (Rikkyo University)",,
IS2,IS2-A-6,IS2-052,A Study of the Initialization Effect of Learning-based SLAM with Dense Bundle Adjustment,"Takayuki Kanai (TMC), Igor Vasiljevic, Vitor Guizilini (TRI), Kazuhiro Shintani (TMC)",Takayuki Kanai (Toyota Motor Corporation)*; Igor Vasiljevic (Toyota Research Institute); Vitor Guizilini (Toyota Research Institute); Kazuhiro Shintani (Toyota Motor Corporation),,
IS2,IS2-A-6,IS2-053,摂動に対するスパース混合エキスパートモデルの頑健化,"加太将弘, 吉橋亮太, 川上玲 (東工大), 池畑諭 (東工大, NII), 佐藤育郎 (東工大, デンソーアイティーラボラトリ)",,,
IS2,IS2-A-6,IS2-054,Quality-Aware Glaucoma Diagnosis Using Diffusion Models with Fundus Structural Feature Integration,"Xinyu Li, Seiichiro Kamata (Waseda Univ.)",Xinyu Li (Waseda University)*; Sei-ichiro Kamata (Waseda University),,
IS2,IS2-A-6,IS2-055,Output Augmentationの可視化手法の検討,"望月義彦 (埼玉工大), 藤木淳 (福岡大), 江口脩 (青森大), 大山航 (東京電機大)",,,
IS2,IS2-A-6,IS2-056,MaskedAutoEncoderを応用した世帯単位での短期電力需要予測モデルの開発,"大野優剛, 本田智則, 大西正輝 (産総研)",,,
IS2,IS2-A-6,IS2-057,ClassifierDiffusion: 識別器による確率密度推定と外れ値検出への応用,"鳥羽真仁, 内田誠一 (九大), 早志英朗 (阪大)",,,
IS2,IS2-A-6,IS2-058,AIモデル開発における疑似ラベルを用いた認識能力の拡張,"加藤渓祐, 古川文太 (三栄ハイテックス), 山中正雄 (トヨタ自動車)","Keisuke Kato (Sanei Hytechs Co., Ltd.)*; Bunta Furukawa (Sanei Hytechs Co., Ltd.); Masao Yamanaka (Toyota Motor Corporation)",Expanding Recognition Capability of AI Model via Pseudo-Labels,
IS2,IS2-A-6,IS2-059,誤差逆伝播法を使用しない深層生成モデル,早志英朗 (阪大),Hideaki Hayashi (Osaka University)*,A Deep Generative Model without Backpropagation,
IS2,IS2-A-6,IS2-060,欠損補完に基づく画像異常検知に対してマスクの色が与える影響の評価,"持田海音, 中西慶一, 徳永旭将 (九工大)",,,
IS2,IS2-A-6,IS2-061,Improving Feature Extraction in GeoTransformer for Point Cloud Registration,"Wenqi Zhang, Takao Yamanaka (Sophia Univ.)",WENQI ZHANG (Sophia University)*,,
IS2,IS2-A-6,IS2-062,複数の点群データセットを用いたSelf-trainingによる3D物体検出の教師なしドメイン適応,"小山渚, 平川翼, 山下隆義, 藤吉弘亘 (中部大)",Nagisa Koyama (Chubu University)*; Tsubasa Hirakawa (Chubu University); Takayoshi Yamashita (Chubu University); Hironobu Fujiyoshi (Chubu Univ.),Unsupervised Domain Adaptation on 3D Object Detection Using Self-training with Multiple Point Cloud Datasets,
IS2,IS2-A-6,IS2-063,深層生成隠れマルコフモデルの安定した学習手法の提案,"谷本佑馬, 小林徹也, 上村淳 (東大)",Yuma Tanimoto (The University of Tokyo)*; Tetsuya Kobayashi (The University of Tokyo); Atsushi Kamimura (The University of Tokyo),A stable learning method for deep generative hidden Markov models.,
IS2,IS2-A-6,IS2-064,Active Learningを用いた流体解析の時間効率改善に関する研究,"松井光太郎, Bisser Raytchev, 中直斗 (広島大), 川口幹祐, 植木義治, 小林謙太, 和田好隆, 上村匠, 佐藤圭峰 (マツダ), 檜垣徹, 金田和文 (広島大)",,,
IS2,IS2-A-6,IS2-065,ラベル比率からの学習における普遍的摂動に対する頑健性の検証,"春日岳紘, 川本一彦, 計良宥志 (千葉大)",,,
IS2,IS2-A-6,IS2-066,実画像を元にした人工画像による対照学習,"笹谷典太, 井田孝, 山本晋太郎, 小野利幸 (東芝)",,,
IS2,IS2-A-6,IS2-067,Exponential Dissimilarity-Dispersion Family for VAE-based Domain-Specific Representation Learning,"Ren Togo, Nao Nakagawa, Takahiro Ogawa, Miki Haseyama (Hokkaido Univ.)",Ren Togo (Hokkaido University)*; Nao Nakagawa (Hokkaido University); Takahiro Ogawa (Hokkaido University); Miki Haseyama (Hokkaido University),,
IS2,IS2-A-6,IS2-068,対照学習を用いた類似クラス間の特徴量分離によるノイジーラベルに対する頑健性の向上,"福永玲央, 吉田壮, 棟安実治 (関西大)",,,
IS2,IS2-A-6,IS2-069,多様性と学習不足を考慮したデータ選択による自己教師あり継続学習,"林尚斗, 平川翼, 山下隆義, 藤吉弘亘 (中部大), 石井育規, 加藤祐介, 小塚和紀 (パナソニックホールディングス)",Naoto Hayashi (Chubu University)*; Tsubasa Hirakawa (Chubu University); Takayoshi Yamashita (Chubu University); Hironobu Fujiyoshi (Chubu Univ.); Yasunori Ishii (Panasonic Holdings); Yusuke Kato (Panasonic); Kazuki Kozuka (Panasonic Holdings Corporation),Data Selection Considering Diversity and Underfitting for Self-Supervised Continual Learning,
IS2,IS2-A-6,IS2-070,Source-Free Domain Adaptation with Class Distribution Shift via Generic Features,"Antonio TejerodePablos, Riku Togashi, Mayu Otani, Shin'ichi Satoh (CyberAgent)","Antonio Tejero-de-Pablos (CyberAgent)*; Riku Togashi (CyberAgent, Inc., Waseda University); Mayu Otani (CyberAgent); Shin'ichi Satoh (National Institute of Informatics)",Source-Free Domain Adaptation with Class Distribution Shift via Generic Features,
IS2,IS2-A-6,IS2-071,Understanding and Improving Source-free Domain Adaptation from a Theoretical Perspective,"Yu Mitsuzumi (NTT, Kyoto Univ.), Akisato Kimura (NTT), Hisashi Kashima (Kyoto Univ.)",Yu Mitsuzumi (NTT Corporation / Kyoto University)*; Akisato Kimura (NTT Corporation); Hisashi Kashima (Kyoto University),,
IS2,IS2-A-6,IS2-072,良品特徴分布に基づく領域分割による少数ショット異常検出,"西本崇志, 橋崎将典, 木下航一 (オムロン)",Takashi Nishimoto (OMRON Corporation)*; Masanori Hashizaki (OMRON Corporation); Koichi Kinoshita (OMRON Corporation),Few-shot Anomaly Detection via Area Separation Based on the Distribution of Normal Features,
IS2,IS2-A-6,IS2-073,アダプタネットワークのモデルマージによるスケーラブルなクラス増分学習,"福田拓真, 計良宥志, 川本一彦 (千葉大)",,,
IS2,IS2-A-6,IS2-074,深層ネットワークのランダム層選択による転移学習,"冨田真央 (東工大), 佐藤育郎 (デンソーアイティーラボラトリ, 東工大), 川上玲, 井上中順 (東工大), 池畑諭 (NII, 東工大), 田中正行 (東工大)",,,
IS2,IS2-A-6,IS2-075,地理的な変化を考慮したドメイン適応,"堀畑天, 吉田壮, 棟安実治 (関西大)",,,
IS2,IS2-A-6,IS2-076,微小なワンショット再攻撃による敵対的サンプルの矯正に関する研究,"森本文哉, 小野智司 (鹿児島大)",,,
IS2,IS2-A-6,IS2-077,潜在拡散モデルによる画風の模倣を防ぐ敵対的摂動の高速生成,"金岡大樹, 福田有輝也, 田向権 (九工大)",,,
IS2,IS2-A-6,IS2-078,Wavelet Components Transformer,"福井雅弥, 緒方貴紀, 平川翼, 山下隆義, 藤吉弘亘 (中部大)",Masaya Fukui (Chubu University)*; Takanori Ogata (Chubu University); Tsubasa Hirakawa (Chubu University); Takayoshi Yamashita (Chubu University); Hironobu Fujiyoshi (Chubu Univ.),Wavelet Components Transformer,
IS2,IS2-A-6,IS2-079,画像言語モデルにおけるプロンプト学習の説明,"神谷涼, 川本一彦, 計良宥志 (千葉大)",,,
IS2,IS2-A-6,IS2-080,Machine Unlearning Framework based on Aggregation of Gaussian Process-based Submodels,"Kyohei Kamikawa, Keisuke Maeda, Takahiro Ogawa, Miki Haseyama (Hokkaido Univ.)",Kyohei Kamikawa (Hokkaido university); Keisuke Maeda (Hokkaido University); Takahiro Ogawa (Hokkaido University); Miki Haseyama (Hokkaido University)*,,
IS2,IS2-A-6,IS2-081,マルチインスタンス学習におけるアテンションに対する信頼性の定量化,"住田康生 (名大), 橋本典明 (理研), 三輪大貴 (名工大), 花田博幸 (理研), 三好寛明 (久留米大), 佐久間淳 (東工大, 理研), 本谷秀堅 (名工大), 大島孝一 (久留米大), 竹内一郎 (名大, 理研)","Kosei Sumida (Nagoya University)*; Noriaki Hashimoto (RIKEN); Daiki  Miwa (Nagoya Institute of Technology); Hiroyuki Hanada (RIKEN); Hiroaki Miyoshi (Kurume University); Jun Sakuma (Tokyo Institute of Technology / RIKEN AIP); Hidekata Hontani (Nagoya Institute of Technology); Koichi Ohshima (Department of Pathology,School of Medicine, Kurume University); Ichiro Takeuchi (Nagoya University)",Quantifying the reliability of attention in multiple instance learning,
IS2,IS2-A-6,IS2-082,Act-ChatGPT: 動作特徴を用いた対話型ビデオ理解モデル,"中溝雄斗, 柳井啓司 (電通大)",,,
IS2,IS2-A-6,IS2-083,Top-down Activity Representation Learning for Video Question Answering,"Yanan Wang, Shuichiro Haruta, Donghuo Zeng, Julio Vizcarra, Mori Kurokawa (KDDI Research)","Yanan Wang (KDDI Research)*; Shuichiro Haruta (KDDI Research, Inc.); Donghuo Zeng (KDDI Research); Julio Vizcarra (KDDI Research); Mori Kurokawa (KDDI Research, Inc.)",,
IS2,IS2-A-6,IS2-084,Variational Autoencoderを用いた手術室監視カメラ映像に映る個人行動の異常値推定とクラスタリングの試み,"横山晃士, 山本豪志朗, 劉暢, 御手洗彰, 岸本和昌, 森由希子, 黒田知宏 (京大)",,,
IS2,IS2-A-6,IS2-085,少量の教師ラベルと標準作業書を用いた弱半教師あり行動分割,"平井悠喜, 山本洋太, 古田諒佑, 谷口行信 (東京理科大)",yuki hirai (Tokyo University of Science)*; Yota Yamamoto (Tokyo University of Science); Ryosuke Furuta (The University of Tokyo); Yukinobu Taniguchi (Tokyo University of Science),Weakly Semi-Supervised Action Segmentation using Few-shot Labels and Standard Operating Procedures,
IS2,IS2-A-6,IS2-086,Same View AttentionとDifferent View Attentionを用いたマルチビュー時空間行動認識,"山根大河, 鈴木聡志, 増村亮, 東羅翔太郎 (NTT)",Taiga Yamane (NTT Corporation)*; Satoshi Suzuki (NTT Computer and Data Science Laboratories / The University of Electro-Communications); Ryo Masumura (NTT Corporation); Shotaro Tora (NTT Corporation),RGB-based Multi-View Spatio-Temporal Action Recognition with Transformer,
IS2,IS2-A-6,IS2-087,メタバース空間生成時における窓枠を手掛かりとした窓ガラスの認識と補完,"阿部裕文, 西村俊彦, 村崎和彦, 吉田大我, 谷田隆一 (NTT)",Hirofumi Abe (NTT Corporation)*; Toshihiko Nishimura (NTT Corporation); Kazuhiko Murasaki (NTT Corporation); Taiga Yoshida (NTT Corporation); Ryuichi Tanida (NTT Corporation),Recognition and completion of window panes using window frames as cues during metaverse space generation,
IS2,IS2-A-6,IS2-088,イベントカメラによるスポーツ競技のボール軌跡推定,"佐藤花音, 中林拓也 (慶大), 山口真弘, 比嘉恭太, 藤原稜 (NEC), 斎藤英雄 (慶大)",Kanon Sato (Keio University)*; Takuya Nakabayashi (Keio University); Masahiro Yamaguchi (NEC Corporation); Kyota Higa (NEC Corporation); Ryo Fujiwara (NEC Corporation); Hideo Saito (Keio University),Ball Trajectory Estimation in Sports Using Event Cameras,
IS2,IS2-A-6,IS2-089,ファッションスタイルを考慮した衣服特徴抽出器の構築,"澤田知也, 桂井麻里衣 (同志社大)",,,
IS2,IS2-A-6,IS2-090,変化検出ViTのattentionへのadapter導入に関する分析,"濱田龍之介, 峰松翼, 唐成, 島田敬士 (九大)",,,
IS2,IS2-A-6,IS2-091,マルチモーダル要約における談話構造の有効性について,"平尾努 (NTT), 小林尚輝, 上垣外英剛, 奥村学 (東工大), 木村昭悟 (NTT)",,,
IS2,IS2-A-6,IS2-092,Generating Sign Language Poses with Pretrained Large Language Model,"Zhaoyi An, Rei Kawakami (Tokyo Tech)",Zhaoyi An (Tokyo Institute of Technology); Rei Kawakami (Tokyo Institute of Technology)*,,
IS2,IS2-A-6,IS2-093,地形の周波数特性に着目した大域的特徴量による場所認識及び踏破性解析,"梅村歩, 吉田和哉 (東北大), 櫻田健, 大西正輝 (産総研)",,,
IS2,IS2-A-6,IS2-094,チャンネル情報を強化したVideo Vision Transformerによるゼニゴケ動画像の分類,"村田晴彦 (名城大), 南野尚樹 (熊本大), 上田貴志 (基礎生物学研究所), 近藤洋平 (京都大学), 堀田一弘 (名城大)",,,
IS2,IS2-A-6,IS2-095,角度による距離学習を用いた基本感情に基づく複合感情推定,"山本陸, 武村紀子 (九工大)",,,
IS2,IS2-A-6,IS2-096,基盤モデルを用いた生成画像検出器の汎化性能の分析,"大竹ひな, 福原吉博 (早大, cvpaper.challenge), 久保谷善記 (cvpaper.challenge), 森島繁生 (早大)",,,
IS2,IS2-A-6,IS2-097,Moon & Spencer のAesthetic Measureを用いたファッションのカラー・コーディネート評価の検討,"小林めぐみ, 吉本一平 (ZOZO), 光瀬智哉 (exZOZO)","Megumi Kobayashi (ZOZO, Inc.)*; Ippei Yoshimoto (ZOZO, Inc.); Tomoya Kose (ex-ZOZO, Inc.)",The Moon-Spencer Aesthetic Measure for color harmony in fashion,
IS2,IS2-A-6,IS2-098,動画クラスタリングのためのDINOの動画への拡張の検討,"中嶋直也, 石川裕地, 近藤雅芳 (LINEヤフー)",Naoya Nakajima (LY Corporation)*; Yuchi Ishikawa (LY Corporation); Masayoshi Kondo (LY Corp.),Exploring the Extension of DINO for Video Clustering,
IS2,IS2-A-6,IS2-099,Toward Visual Storytelling using Scene-Graph Contexts,"PHUEAKSRI Itthisak (Nagoya Univ.), Marc A. KASTNER (Hiroshima City Univ.), Yasutomo KAWANISHI (RIKEN), Takahiro KOMAMIZU, Ichiro IDE (Nagoya Univ.)",Itthisak Phueaksri (Nagoya University)*; Marc A. Kastner (Hiroshima City University); Yasutomo Kawanishi (RIKEN); Takahiro Komamizu (Nagoya University); Ichiro Ide (Nagoya University),,
IS2,IS2-A-6,IS2-100,深層学習による画像インペインティングを用いた古文書画像中における紙背文書の復元,"泉晴翔, 右田雅裕, 戸田真志, 伊藤正彦 (熊本大)",Haruto Izumi (Kumamoto University)*; Masahiro Migita (Kumamoto University); Masashi Toda (Kumamoto University); Masahiko Itoh (Kumamoto University),"Restoration of ""Shihai-monjyo"" in ancient document images using image inpainting with deep learning",
IS2,IS2-A-6,IS2-101,マルチスペクトル映像を用いた非接触酸素飽和度推定,"片桐卓巳, 山本洋太, 入江豪 (東京理科大), 曽我部陽光, 松本鮎美, 北原正樹 (NTT), 谷口行信 (東京理科大)",Takumi Katagiri (Tokyo University of Science)*; Yota Yamamoto (Tokyo University of Science); Go Irie (Tokyo University of Science); Yoko Sogabe ( NTT Corporation); Ayumi Matsumoto (NTT Corporation); Masaki Kitahara (NTT Corporation); Yukinobu Taniguchi (Tokyo University of Science),Non-contact oxygen saturation estimation using multispectral video,
IS2,IS2-A-6,IS2-102,異常範囲の指定可能なAction Promptによる再学習不要の異常行動検知,"森山凌 (青学大), 金子直史 (東京電機大), 鷲見和彦 (青学大)",Ryo Moriyama (Aoyama Gakuin University)*; Naoshi Kaneko (Tokyo Denki University); Kazuhiko Sumi (Aoyama Gakuin University),Anomaly Detection without re-learning based on Action Prompt specifying the range of anomaly,
IS2,IS2-A-6,IS2-103,異方性フィルタとベクトル探索による非定常テクスチャ合成法の再考,"櫻井快勢, 武富貴史 (サイバーエージェント)",,,
IS2,IS2-A-6,IS2-104,蛍光物体を含むシーンの任意視点・任意光源色画像の生成,"石林, 松藤憲吾, 川原僚 (九工大), 岡部孝弘 (岡山大)",,,
IS2,IS2-A-6,IS2-105,直感的な表情編集が可能な顔映像生成,"住野奏, 原田翔太, 満上育久 (広島市大), 佐川立昌 (産総研)",,,
IS2,IS2-A-6,IS2-106,大規模野外空間へのNeRF適用に関する検討,"紺谷精一, 黒住隆行, 深津真二 (NTT)",,,
IS2,IS2-A-6,IS2-107,Latent Diffusion Modelsに基づくコミック着色,"阿部敬由, 酒井修二 (TOPPANデジタル)",Noriyuki Abe (TOPPAN Digital Inc.)*; Shuji Sakai (TOPPAN Digital Inc.),Comic Colorization based on Latent Diffusion Models,
IS2,IS2-A-6,IS2-108,拡散モデルを用いた一人称三次元姿勢推定の学習データ生成,"早川恭平 (東工大), DongHyun Hwang (NAVER Cloud), Chen-Chieh Liao, 小池英樹 (東工大)",,,
IS2,IS2-A-6,IS2-109,Improving sparsity of Convolutional Sparse Representation using a combination of a few dictionary filters,"Yudai Gondo, Yoshimitsu Kuroki (National Institute of Technology, Kurume College)","Yudai Gondo (National Institute of Technology, Kurume College)*",,
IS2,IS2-A-6,IS2-110,Polygonによるテキストレイアウト制約に基づく画像生成,"福田有輝也 (九工大), 下田和, 山口光太 (サイバーエージェント)",,,
IS2,IS2-A-6,IS2-111,Erasing Scene Text with Foundation Models,"Jan Zdenek, Wataru Shimoda, Kota Yamaguchi (CyberAgent)",Jan Zdenek (CyberAgent)*; Wataru Shimoda (CyberAgent.Inc); Kota Yamaguchi (CyberAgent),,
IS2,IS2-A-6,IS2-112,ピアノ演奏におけるU-Netと整数ウェーブレットによる高解像度未来予測映像生成法の検討,"今井秀彦, 安部航太朗, 岩井儀雄, 青木工太 (鳥取大)",,,
IS2,IS2-A-6,IS2-113,視点移動に伴う物体の見え方の自然さを考慮した視点補間画像生成,"入山太嗣, 星澤知宙, 小室孝 (埼玉大)",,,
IS2,IS2-A-6,IS2-114,Arbitrary Viewpoint Event Camera Simulation by Neural Radiance Fields,"Diego Hernández Rodríguez (NAIST, RIKEN), Motoharu Sonogashira (RIKEN, NAIST), Kazuya Kitano, Yuki Fujimura, Takuya Funatomi, Yasuhiro Mukaigawa (NAIST), Yasutomo Kawanishi (RIKEN, NAIST)",Diego Hernandez Rodriguez (Nara Institute of Science and Technology)*; Motoharu Sonogashira (RIKEN); Kazuya Kitano (Nara Institute of Science and Technology); Yuki Fujimura (Nara Institute of Science and Technology); Takuya Funatomi (Nara Institute of Science and Technology); Yasuhiro Mukaigawa (NAIST); Yasutomo Kawanishi (RIKEN),,
IS2,IS2-A-6,IS2-115,テキストと条件付けによる事前学習済み生成モデルを利用した画像の超圧縮,"野田栞穂, 堀田大地, 相澤清晴 (東大)",,,
IT,IS2-B-3,IT-05,Retrieval-Augmented Layout Transformer for Content-Aware Layout Generation,"Daichi Horita (Univ. of Tokyo), Naoto Inoue, Kotaro Kikuchi, Kota Yamaguchi (CyberAgent), Kiyoharu Aizawa (Univ. of Tokyo)",,,CVPR
IT,IS2-B-3,IT-06,Would Deep Generative Models Amplify Bias in Future Models?,"Tianwei Chen, Yusuke Hirota (Osaka Univ.), Mayu Otani (CyberAgent), Noa Garcia, Yuta Nakashima (Osaka Univ.)",,,CVPR
IT,IS2-B-3,IT-07,Identifying Important Group of Pixels using Interactions,"Kosuke Sumiyasu, Kazuhiko Kawamoto, Hiroshi Kera (Chiba Univ.)",,,CVPR
IT,IS2-B-3,IT-08,Role-aware Interaction Generation from Textual Description,"Mikihiro Tanaka, Kent Fujiwara (LY)",,,ICCV
IT,IS2-B-3,IT-09,Exploring Vision Transformers for 3D Human Motion-Language Models with Motion Patches,"Qing Yu, Mikihiro Tanaka, Kent Fujiwara (LY)",,,CVPR
IT,IS2-B-3,IT-10,EVCap: Retrieval-Augmented Image Captioning with External Visual-Name Memory for Open-World Comprehension,"Jiaxuan Li, Duc Minh Vo (Univ. of Tokyo), Akihiro Sugimoto (NII), Hideki Nakayama (Univ. of Tokyo)",,,CVPR
OS2-D,IS2-B-4,OS2-D-01,Unsupervised Intrinsic Image Decomposition with LiDAR Intensity Enhanced Training,"Shogo Sato, Takuhiro Kaneko, Taiga Yoshida, Kazuhiko Murasaki, Ryuichi Tanida, Akisato Kimura (NTT)",Shogo Sato (NTT Corporation)*; Takuhiro Kaneko (NTT Corporation); Taiga Yoshida (NTT Corporation); Kazuhiko Murasaki (NTT Corporation); Ryuichi Tanida (NTT Corporation); Akisato Kimura (NTT Corporation),,
OS2-D,IS2-B-4,OS2-D-02,Refining Generative Class Incremental Learning Performance through Model Forgetting Strategies,"Taro Togo, Ren TogoKeisuke MaedaTakahiro OgawaMiki Haseyama (Hokkaido Univ.)",Taro Togo (Hokkaido University)*; Ren Togo (Hokkaido University); Keisuke Maeda (Hokkaido University); Takahiro Ogawa (Hokkaido University); Miki Haseyama (Hokkaido University),,
OS2-D,IS2-B-4,OS2-D-03,ZoDi:拡散モデルに基づく画像変換を用いたゼロショットドメイン適応,"東大樹, 松井勇佑 (東大), 牧淳人 (スウェーデン王立工科大)",,,
OS2-D,IS2-B-4,OS2-D-04,撮像条件情報を用いたガイダンスを導入した拡散モデルによる光超音波画像の画質改善,"江口達大, 竹崎隼平, 備瀬竜馬 (九大)",,,
OS2-D,IS2-B-4,OS2-D-05,イベントカメラと運動光源を用いた法線推定,"北沢一真 (筑波大), 青砥隆仁 (Optech Innovation), 池畑諭 (NII, 東工大), 髙谷剛志 (筑波大)",,,
OS2-D,IS2-B-4,OS2-D-06,多焦点偏光画像群からの不透明微小物体の形状復元,"松本玲音 (九工大), 岡部孝弘 (岡山大), 川原僚 (九工大)",,,
OS2-D,IS2-B-4,OS2-D-07,One-shot Test-Time Adaptation with Textual Inversion,"Shunta Kimura, Kodai Kawamura, Shunya Yamagami (Tokyo Univ. of Science), Qing Yu, Kiyoharu Aizawa (Univ. of Tokyo), Go irie (Tokyo Univ. of Science)",Shunta Kimura (Tokyo University of Science)*; Kodai Kawamura (Tokyo University of Science); Shunya Yamagami (Tokyo University of Science); Qing Yu (The University of Tokyo); Kiyoharu Aizawa (The University of Tokyo); Go Irie (Tokyo University of Science),,
OS2-D,IS2-B-4,OS2-D-08,動物の顔認識に対する大規模データセット構築,"篠田理沙 (京大), 塩原楓 (東大)",,,
OS2-D,IS2-B-4,OS2-D-09,Pixel-Wise Material Classification Using Deep Learning by Utilizing Transient Responses,"Yohanssen Pratama, Kazuya Kitano (NAIST), Takahiro Kushida (Ritsumeikan Univ.), Yuki Fujimura, Takuya Funatomi, Yasuhiro Mukaigawa (NAIST)",Yohanssen Pratama (Nara Institute of Science and Technology)*; Kazuya Kitano (Nara Institute of Science and Technology); Takahiro Kushida (Ritsumeikan University); Yuki Fujimura (Nara Institute of Science and Technology); Takuya Funatomi (Nara Institute of Science and Technology); Yasuhiro Mukaigawa (NAIST),,
OS2-D,IS2-B-4,OS2-D-10,How to Defend Image-Text Retrieval against Adversarial Attacks,"Futa Waseda (Univ. of Tokyo), Antonio TejerodePablos (CyberAgent)",Futa Kai Waseda (The University of Tokyo)*; Antonio Tejero-de-Pablos (CyberAgent),How to Defend Image-Text Matching Tasks against Adversarial Attacks,
IS2,IS2-B-6,IS2-116,計測対象人物位置に頑健な音響情報を用いた三次元人物姿勢推定,"大海佑介, 柴田優斗 (慶大), 入江豪 (東京理科大), 木村昭悟 (NTT), 青木義満, 五十川麻理子 (慶大)",Yusuke Oumi (Keio University)*; YUTO SHIBATA (Keio university); Go Irie (Tokyo University of Science); Akisato Kimura (NTT Corporation); Yoshimitsu Aoki (Keio University); Mariko Isogawa (Keio University),Acoustic-based 3D human pose estimation which robust to human position,
IS2,IS2-B-6,IS2-117,Fine-grained Traffic Sign Recognition Via Cross-domain Few-shot In-context Learning,"Yaozong Gan, Guang Li, Ren Togo, Keisuke Maeda, Takahiro Ogawa, Miki Haseyama (Hokkaido Univ.)",Yaozong Gan (Hokkaido University)*; Guang Li (Hokkaido University); Ren Togo (Hokkaido University); Keisuke Maeda (Hokkaido University); Takahiro Ogawa (Hokkaido University); Miki Haseyama (Hokkaido University),,
IS2,IS2-B-6,IS2-118,Adversarial Attack Focused on Manipulating Semantic Information for Personalized Text-to-Image Diffusion Models,"Ziwen Lan, Keisuke Maeda, Takahiro Ogawa, Miki Haseyama (Hokkaido Univ.)",Ziwen Lan (Hokkaido University)*; Keisuke Maeda (Hokkaido University); Takahiro Ogawa (Hokkaido University); Miki Haseyama (Hokkaido University),,
IS2,IS2-B-6,IS2-119,実世界360度映像とCityGMLを融合したバーチャル空間の構築,"坂野達郎, 武縄瑞基, Leslie Wöhler (東大), 池畑諭 (NII, 東工大, 東大), 相澤清晴 (東大)",,,
IS2,IS2-B-6,IS2-120,Zero-Shot Character Identification and Speaker Prediction in Comics via Iterative Multimodal Fusion,"Yingxuan Li (Univ. of Tokyo), Ryota Hinami (Mantra), Kiyoharu Aizawa, Yusuke Matsui (Univ. of Tokyo)",YINGXUAN LI (The University of Tokyo)*; Ryota Hinami (Mantra Inc.); Kiyoharu Aizawa (The University of Tokyo); Yusuke Matsui (The University of Tokyo),,
